Sub Job,Cost Code Tier 1,Cost Code Tier 2,Cost Type,Budget Code,Budget Code Description,Vendor,Item,Description,Detail Type,Original Budget Amount,Budget Modifications,Approved COs,Pending COs,Committed Costs,Direct Cost Details,Pending Cost Changes,Forecast To Complete,Job to Date Costs Detail,AP Commitment Costs Detail
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025,Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 - Cannon Andrew (Insurance Fee),Direct Cost,,,,,,$39.14,,,$39.14,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025,Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 - Cannon Andrew (Payroll fee),Direct Cost,,,,,,$8.46,,,$8.46,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025,Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 - Cannon Andrew (Auto Allow),Direct Cost,,,,,,$50.00,,,$50.00,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025,Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 - Cannon Andrew (Regulay pay),Direct Cost,,,,,,$461.60,,,$461.60,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 (REVERSAL),Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 - Cannon Andrew,Direct Cost,,,,,,$-.74,,,$-.74,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 (REVERSAL),Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 - Cannon Andrew,Direct Cost,,,,,,$-15.86,,,$-15.86,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 (REVERSAL),Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 - Cannon Andrew,Direct Cost,,,,,,$-39.14,,,$-39.14,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 (REVERSAL),Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 - Cannon Andrew,Direct Cost,,,,,,$-8.46,,,$-8.46,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 (REVERSAL),Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 - Cannon Andrew,Direct Cost,,,,,,$-461.60,,,$-461.60,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025,Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 - Cannon Andrew,Direct Cost,,,,,,$.74,,,$.74,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025,Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 - Cannon Andrew,Direct Cost,,,,,,$15.86,,,$15.86,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025,Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 - Cannon Andrew,Direct Cost,,,,,,$39.14,,,$39.14,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025,Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 - Cannon Andrew,Direct Cost,,,,,,$8.46,,,$8.46,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025,Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 - Cannon Andrew,Direct Cost,,,,,,$461.60,,,$461.60,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$.01,,,$.01,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$-17.50,,,$-17.50,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$-62.50,,,$-62.50,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$-27.00,,,$-27.00,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$-88.26,,,$-88.26,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,"$-1,153.85",,,"$-1,153.85",
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$-.01,,,$-.01,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$17.50,,,$17.50,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$62.50,,,$62.50,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$27.00,,,$27.00,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$88.26,,,$88.26,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,"$1,153.85",,,"$1,153.85",
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024  - CANNON ANDREW - Project Engineer,Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024  - CANNON ANDREW - Project Engineer,Direct Cost,,,,,,$17.50,,,$17.50,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024  - CANNON ANDREW - Project Engineer,Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024  - CANNON ANDREW - Project Engineer,Direct Cost,,,,,,$62.50,,,$62.50,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024  - CANNON ANDREW - Project Engineer,Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024  - CANNON ANDREW - Project Engineer,Direct Cost,,,,,,$27.00,,,$27.00,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024  - CANNON ANDREW - Project Engineer,Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024  - CANNON ANDREW - Project Engineer,Direct Cost,,,,,,$88.27,,,$88.27,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024  - CANNON ANDREW - Project Engineer,Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024  - CANNON ANDREW - Project Engineer,Direct Cost,,,,,,"$1,153.84",,,"$1,153.84",
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024  - CANNON ANDREW - Project Engineer),Payroll:Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$190.02,,,$190.02,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024  - CANNON ANDREW - Project Engineer),Payroll:Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$31.50,,,$31.50,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024  - CANNON ANDREW - Project Engineer),Payroll:Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$112.50,,,$112.50,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024  - CANNON ANDREW - Project Engineer),Payroll:Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$48.60,,,$48.60,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024  - CANNON ANDREW - Project Engineer),Payroll:Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$152.41,,,$152.41,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024  - CANNON ANDREW - Project Engineer),Payroll:Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,"$2,076.92",,,"$2,076.92",
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll:  Pay Date 12/06/2024 | Pay Period for : B1FRI 11/17/2024 to 11/30/2024 - CANNON ANDREW - Project Engineer),Payroll:  Pay Date 12/06/2024 | Pay Period for : B1FRI 11/17/2024 to 11/30/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$42.23,,,$42.23,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll:  Pay Date 12/06/2024 | Pay Period for : B1FRI 11/17/2024 to 11/30/2024 - CANNON ANDREW - Project Engineer),Payroll:  Pay Date 12/06/2024 | Pay Period for : B1FRI 11/17/2024 to 11/30/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$7.00,,,$7.00,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll:  Pay Date 12/06/2024 | Pay Period for : B1FRI 11/17/2024 to 11/30/2024 - CANNON ANDREW - Project Engineer),Payroll:  Pay Date 12/06/2024 | Pay Period for : B1FRI 11/17/2024 to 11/30/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$25.00,,,$25.00,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll:  Pay Date 12/06/2024 | Pay Period for : B1FRI 11/17/2024 to 11/30/2024 - CANNON ANDREW - Project Engineer),Payroll:  Pay Date 12/06/2024 | Pay Period for : B1FRI 11/17/2024 to 11/30/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$10.80,,,$10.80,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll:  Pay Date 12/06/2024 | Pay Period for : B1FRI 11/17/2024 to 11/30/2024 - CANNON ANDREW - Project Engineer),Payroll:  Pay Date 12/06/2024 | Pay Period for : B1FRI 11/17/2024 to 11/30/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$33.87,,,$33.87,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll:  Pay Date 12/06/2024 | Pay Period for : B1FRI 11/17/2024 to 11/30/2024 - CANNON ANDREW - Project Engineer),Payroll:  Pay Date 12/06/2024 | Pay Period for : B1FRI 11/17/2024 to 11/30/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$461.54,,,$461.54,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll:  Pay Date 11/22/2024 | Pay Period for : B1FRI 11/03/2024 to 11/16/2024 - CANNON ANDREW - Project Engineer),Payroll:  Pay Date 11/22/2024 | Pay Period for : B1FRI 11/03/2024 to 11/16/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$42.23,,,$42.23,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll:  Pay Date 11/22/2024 | Pay Period for : B1FRI 11/03/2024 to 11/16/2024 - CANNON ANDREW - Project Engineer),Payroll:  Pay Date 11/22/2024 | Pay Period for : B1FRI 11/03/2024 to 11/16/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$7.00,,,$7.00,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll:  Pay Date 11/22/2024 | Pay Period for : B1FRI 11/03/2024 to 11/16/2024 - CANNON ANDREW - Project Engineer),Payroll:  Pay Date 11/22/2024 | Pay Period for : B1FRI 11/03/2024 to 11/16/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$25.00,,,$25.00,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll:  Pay Date 11/22/2024 | Pay Period for : B1FRI 11/03/2024 to 11/16/2024 - CANNON ANDREW - Project Engineer),Payroll:  Pay Date 11/22/2024 | Pay Period for : B1FRI 11/03/2024 to 11/16/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$10.80,,,$10.80,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll:  Pay Date 11/22/2024 | Pay Period for : B1FRI 11/03/2024 to 11/16/2024 - CANNON ANDREW - Project Engineer),Payroll:  Pay Date 11/22/2024 | Pay Period for : B1FRI 11/03/2024 to 11/16/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$33.87,,,$33.87,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll:  Pay Date 11/22/2024 | Pay Period for : B1FRI 11/03/2024 to 11/16/2024 - CANNON ANDREW - Project Engineer),Payroll:  Pay Date 11/22/2024 | Pay Period for : B1FRI 11/03/2024 to 11/16/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$461.54,,,$461.54,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 11/08/2024 | Pay Period for : B1FRI 10/20/2024 to 11/02/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 11/08/2024 | Pay Period for : B1FRI 10/20/2024 to 11/02/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$168.90,,,$168.90,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 11/08/2024 | Pay Period for : B1FRI 10/20/2024 to 11/02/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 11/08/2024 | Pay Period for : B1FRI 10/20/2024 to 11/02/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$28.00,,,$28.00,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 11/08/2024 | Pay Period for : B1FRI 10/20/2024 to 11/02/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 11/08/2024 | Pay Period for : B1FRI 10/20/2024 to 11/02/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$100.00,,,$100.00,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 11/08/2024 | Pay Period for : B1FRI 10/20/2024 to 11/02/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 11/08/2024 | Pay Period for : B1FRI 10/20/2024 to 11/02/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$43.20,,,$43.20,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 11/08/2024 | Pay Period for : B1FRI 10/20/2024 to 11/02/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 11/08/2024 | Pay Period for : B1FRI 10/20/2024 to 11/02/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$135.46,,,$135.46,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 11/08/2024 | Pay Period for : B1FRI 10/20/2024 to 11/02/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 11/08/2024 | Pay Period for : B1FRI 10/20/2024 to 11/02/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,"$1,846.15",,,"$1,846.15",
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 10/25/2024 | Pay Period for : B1FRI 10/06/2024 to 10/19/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 10/25/2024 | Pay Period for : B1FRI 10/06/2024 to 10/19/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$105.57,,,$105.57,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 10/25/2024 | Pay Period for : B1FRI 10/06/2024 to 10/19/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 10/25/2024 | Pay Period for : B1FRI 10/06/2024 to 10/19/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$17.50,,,$17.50,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 10/25/2024 | Pay Period for : B1FRI 10/06/2024 to 10/19/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 10/25/2024 | Pay Period for : B1FRI 10/06/2024 to 10/19/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$62.50,,,$62.50,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 10/25/2024 | Pay Period for : B1FRI 10/06/2024 to 10/19/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 10/25/2024 | Pay Period for : B1FRI 10/06/2024 to 10/19/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$27.00,,,$27.00,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 10/25/2024 | Pay Period for : B1FRI 10/06/2024 to 10/19/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 10/25/2024 | Pay Period for : B1FRI 10/06/2024 to 10/19/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,$84.66,,,$84.66,
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,Expense: Payroll: Pay Date 10/25/2024 | Pay Period for : B1FRI 10/06/2024 to 10/19/2024 - CANNON ANDREW - Project Engineer),Payroll: Pay Date 10/25/2024 | Pay Period for : B1FRI 10/06/2024 to 10/19/2024 - CANNON ANDREW - Project Engineer),Direct Cost,,,,,,"$1,153.85",,,"$1,153.85",
None,01 - Requirements,01-3130 - Project Engineer,L - Labor,01-3130.L,Project Engineer.Labor,None,,,Automatic Forecast,,,,,,,,$.00,,
None,01 - Requirements,01-3130 - Project Engineer,X - Expense,01-3130.X,Project Engineer.Expense,None,Original Budget,,Original Budget Amount,$.00,,,,,,,,,
None,01 - Requirements,01-3130 - Project Engineer,X - Expense,01-3130.X,Project Engineer.Expense,None,Expense: CC 7180 Andrew _CIRCLE K 02363,CC 7180 Andrew _CIRCLE K 02363,Direct Cost,,,,,,$-30.18,,,$-30.18,
None,01 - Requirements,01-3130 - Project Engineer,X - Expense,01-3130.X,Project Engineer.Expense,None,Expense: CC 7180 Andrew _CIRCLE K 02363,CC 7180 Andrew _CIRCLE K 02363,Direct Cost,,,,,,$30.18,,,$30.18,
None,01 - Requirements,01-3130 - Project Engineer,X - Expense,01-3130.X,Project Engineer.Expense,None,,,Automatic Forecast,,,,,,,,$.00,,
None,01 - Requirements,01-3144 - Superintendent,E - Equipment,01-3144.E,Superintendent.Equipment,None,Original Budget,,Original Budget Amount,$.00,,,,,,,,,
None,01 - Requirements,01-3144 - Superintendent,E - Equipment,01-3144.E,Superintendent.Equipment,None,Expense: Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 (REVERSAL),Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 - Alexander Huettl,Direct Cost,,,,,,$-455.00,,,$-455.00,
None,01 - Requirements,01-3144 - Superintendent,E - Equipment,01-3144.E,Superintendent.Equipment,None,Expense: Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025,Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 - Alexander Huettl,Direct Cost,,,,,,$455.00,,,$455.00,
None,01 - Requirements,01-3144 - Superintendent,E - Equipment,01-3144.E,Superintendent.Equipment,None,,,Automatic Forecast,,,,,,,,$.00,,
None,01 - Requirements,01-3144 - Superintendent,L - Labor,01-3144.L,Superintendent,None,Original Budget,,Original Budget Amount,"$9,086.00",,,,,,,,,
None,01 - Requirements,01-3144 - Superintendent,L - Labor,01-3144.L,Superintendent,None,To 01-3144 - Labor,"",Budget Modification,,"$1,097.23",,,,,,,,
None,01 - Requirements,01-3144 - Superintendent,L - Labor,01-3144.L,Superintendent,None,From 01-3144 - Labor,"",Budget Modification,,"$-2,500.00",,,,,,,,
